,freq,statinfo,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,age,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
8080,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,DK,Denmark,2022,
8081,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,DK,Denmark,2023,
8082,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,DK,Denmark,2024,
8083,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EA20,Euro area – 20 countries (from 2023),2022,
8084,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EA20,Euro area – 20 countries (from 2023),2023,7.8
8085,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EA20,Euro area – 20 countries (from 2023),2024,7.8
8086,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EE,Estonia,2013,8.0
8087,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EE,Estonia,2018,7.6
8088,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EE,Estonia,2021,7.7
8089,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EE,Estonia,2022,7.7
8090,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EE,Estonia,2023,8.4
8091,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EE,Estonia,2024,7.7
8092,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EL,Greece,2013,7.6
8093,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EL,Greece,2018,7.2
8094,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EL,Greece,2021,7.9
8095,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EL,Greece,2022,7.5
8096,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EL,Greece,2023,7.7
8097,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EL,Greece,2024,8.0
8098,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ES,Spain,2013,7.9
8099,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ES,Spain,2018,8.2
8100,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ES,Spain,2021,8.1
8101,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ES,Spain,2022,8.0
8102,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ES,Spain,2023,8.0
8103,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ES,Spain,2024,8.0
8104,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2013,
8105,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2018,
8106,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2021,
8107,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2022,
8108,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2023,
8109,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2024,7.8
8110,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FI,Finland,2013,8.3
8111,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FI,Finland,2018,8.5
8112,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FI,Finland,2021,7.9
8113,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FI,Finland,2022,
8114,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FI,Finland,2023,8.1
8115,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FI,Finland,2024,7.8
8116,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FR,France,2013,8.1
8117,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FR,France,2018,8.3
8118,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FR,France,2021,7.2
8119,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FR,France,2022,7.7
8120,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FR,France,2023,7.7
8121,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,FR,France,2024,7.7
8122,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HR,Croatia,2013,
8123,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HR,Croatia,2018,
8124,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HR,Croatia,2021,7.6
8125,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HR,Croatia,2022,7.8
8126,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HR,Croatia,2023,8.2
8127,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HR,Croatia,2024,8.4
8128,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HU,Hungary,2013,8.2
8129,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HU,Hungary,2018,7.6
8130,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HU,Hungary,2021,7.5
8131,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HU,Hungary,2022,
8132,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HU,Hungary,2023,8.3
8133,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,HU,Hungary,2024,
8134,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IE,Ireland,2013,8.1
8135,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IE,Ireland,2018,8.0
8136,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IE,Ireland,2021,6.9
8137,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IE,Ireland,2022,7.0
8138,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IE,Ireland,2023,7.5
8139,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IE,Ireland,2024,7.6
8140,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IS,Iceland,2013,
8141,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IS,Iceland,2018,
8142,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IT,Italy,2013,7.3
8143,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IT,Italy,2018,7.6
8144,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IT,Italy,2021,7.9
8145,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IT,Italy,2022,7.6
8146,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IT,Italy,2023,7.8
8147,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,IT,Italy,2024,7.7
8148,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LT,Lithuania,2013,7.9
8149,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LT,Lithuania,2018,
8150,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LT,Lithuania,2021,7.8
8151,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LT,Lithuania,2022,8.0
8152,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LT,Lithuania,2023,8.0
8153,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LT,Lithuania,2024,8.5
8154,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LU,Luxembourg,2013,
8155,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LU,Luxembourg,2018,7.8
8156,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LU,Luxembourg,2021,7.6
8157,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LU,Luxembourg,2022,7.3
8158,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LU,Luxembourg,2023,8.2
8159,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LU,Luxembourg,2024,8.0
8160,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LV,Latvia,2013,7.9
8161,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LV,Latvia,2018,
8162,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LV,Latvia,2021,7.3
8163,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LV,Latvia,2022,7.7
8164,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LV,Latvia,2023,8.0
8165,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,LV,Latvia,2024,
8166,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ME,Montenegro,2013,7.6
8167,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ME,Montenegro,2018,7.7
8168,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ME,Montenegro,2021,7.7
8169,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,ME,Montenegro,2022,6.3
8170,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,MK,North Macedonia,2013,
8171,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,MK,North Macedonia,2018,7.4
8172,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,MT,Malta,2013,7.3
8173,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,MT,Malta,2018,7.9
8174,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,MT,Malta,2021,7.3
8175,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,MT,Malta,2022,7.9
8176,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,MT,Malta,2023,7.5
8177,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,MT,Malta,2024,7.8
8178,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NL,Netherlands,2013,8.0
8179,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NL,Netherlands,2018,7.4
8180,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NL,Netherlands,2021,7.5
8181,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NL,Netherlands,2022,7.6
8182,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NL,Netherlands,2023,7.3
8183,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NL,Netherlands,2024,7.6
8184,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NO,Norway,2013,8.5
8185,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NO,Norway,2018,
8186,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NO,Norway,2021,7.8
8187,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NO,Norway,2022,
8188,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NO,Norway,2023,
8189,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,NO,Norway,2024,
8190,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PL,Poland,2013,8.5
8191,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PL,Poland,2018,8.8
8192,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PL,Poland,2021,
8193,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PL,Poland,2022,8.9
8194,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PL,Poland,2023,7.1
8195,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PL,Poland,2024,6.9
8196,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PT,Portugal,2013,7.6
8197,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PT,Portugal,2018,8.2
8198,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PT,Portugal,2021,
8199,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PT,Portugal,2022,
8200,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PT,Portugal,2023,
8201,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,PT,Portugal,2024,8.0
8202,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RO,Romania,2013,8.2
8203,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RO,Romania,2018,8.2
8204,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RO,Romania,2021,8.5
8205,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RO,Romania,2022,8.4
8206,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RO,Romania,2023,8.3
8207,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RO,Romania,2024,8.3
8208,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RS,Serbia,2013,6.5
8209,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RS,Serbia,2018,7.4
8210,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RS,Serbia,2021,7.3
8211,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RS,Serbia,2022,7.6
8212,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,RS,Serbia,2023,8.2
8213,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SE,Sweden,2013,7.6
8214,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SE,Sweden,2018,
8215,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SE,Sweden,2021,
8216,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SE,Sweden,2022,7.8
8217,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SE,Sweden,2023,7.8
8218,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SE,Sweden,2024,6.9
8219,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SI,Slovenia,2013,8.2
8220,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SI,Slovenia,2018,
8221,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SI,Slovenia,2021,
8222,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SI,Slovenia,2022,
8223,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SI,Slovenia,2023,7.8
8224,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SI,Slovenia,2024,8.4
8225,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SK,Slovakia,2013,8.2
8226,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SK,Slovakia,2018,8.1
8227,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SK,Slovakia,2021,8.3
8228,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SK,Slovakia,2022,7.6
8229,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SK,Slovakia,2023,7.1
8230,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,SK,Slovakia,2024,
8231,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,TR,Türkiye,2013,6.6
8232,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,TR,Türkiye,2018,6.3
8233,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,TR,Türkiye,2021,6.0
8234,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,TR,Türkiye,2022,5.7
8235,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,TR,Türkiye,2023,5.9
8236,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,TR,Türkiye,2024,5.9
8237,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,UK,United Kingdom,2013,7.4
8238,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,UK,United Kingdom,2018,7.7
8239,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-19,XK,Kosovo*,2018,6.8
8240,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,AL,Albania,2018,5.9
8241,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,AL,Albania,2021,5.9
8242,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,AT,Austria,2013,8.3
8243,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,AT,Austria,2018,8.5
8244,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,AT,Austria,2021,8.0
8245,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,AT,Austria,2022,8.1
8246,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,AT,Austria,2023,7.6
8247,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,AT,Austria,2024,7.5
8248,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BE,Belgium,2013,7.9
8249,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BE,Belgium,2018,7.8
8250,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BE,Belgium,2021,7.7
8251,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BE,Belgium,2022,7.7
8252,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BE,Belgium,2023,7.9
8253,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BE,Belgium,2024,7.9
8254,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BG,Bulgaria,2013,6.3
8255,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BG,Bulgaria,2018,6.8
8256,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BG,Bulgaria,2021,6.6
8257,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BG,Bulgaria,2022,6.7
8258,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BG,Bulgaria,2023,7.0
8259,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,BG,Bulgaria,2024,7.5
8260,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,CH,Switzerland,2013,8.0
8261,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,CH,Switzerland,2018,8.0
8262,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,CH,Switzerland,2021,7.8
8263,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,CH,Switzerland,2022,7.9
8264,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Y16-24,CH,Switzerland,2023,7.4
